,text,class
1062,pinnipeds are like penguins and sea turtles in that they use their front limbs for propulsion in a sort of discontinuous rowing motion. their hind limbs are capable of propulsion in the water and walking on land. their physiology has adapted to withstand deep drives and long periods of oxygen deprivation.,seal
1063,"pinnipeds are widespread along the coasts and open oceans of every continent on the earth, including antarctica. they prefer the cold, nutrient-rich waters of the world, even in the oceans around california, africa, and australia. they are some of the heaviest mammals in the world and outweigh even giraffes, hippos, and rhinoceroses.",seal
1064,"see all of our entertaining and insightful animal articles. see all the animals that are unique to north america. see the 10 largest animals in north america and the 7 most aggressive sharks in the world. read more articles about animals, sharks, bears, and other large and ferocious predators.",seal
1065,"climate change looms as the most significant disruption to the animal’s natural habitat. as sea ice melts, arctic animals may lose their natural breeding grounds. their physiology is also a poor fit for warming waters. animals are fiercely territorial creatures males fight for the opportunity to mate by biting or hitting each other.",seal
1066,"animal populations were once on the brink, but they have begun to recover thanks to the efforts of the worldwide conservation community. not every species is lucky enough to have recovered from its nadir. several species of animals, including the mediterranean monk animal, the hawaiian monk animal and the caspian animal, are still endangered.",seal
1067,"animals live in coastal waters and rocky shores. animals prey on fish, crabs, and squid. predators of animals include humans, sharks, and killer whales. animal can live for 15 to 25 years. animal litter size is 1. animal species are phoca vitulina.",seal
1068,"animal is a species of great ape native to the forest and savannah of tropical africa. the animal is covered in coarse black hair, but has a bare face, fingers, toes, palms of the hands, and soles of the feet. it is larger and more robust than the bonobo, weighing 40–70 kg for males and 27–50 kg (60–110 lb) for females.",chimpanzee
1069,"the animal is listed on the iucn red list as an endangered species. between 170,000 and 300,000 individuals are estimated across its range. the biggest threats to the animal are habitat loss, poaching, and disease. animals appear in western popular culture as stereotyped clown-figures.",chimpanzee
1070,"the english word animal is first recorded in 1738. the first great ape known to western science in the 17th century was the ""orang-outang"" (genus pongo) in 1641, the dutch anatomist nicolaes tulp applied the name to a animal brought to the netherlands from angola. the bonobo was recognised as distinct from the animal by 1933.",chimpanzee
1071,animal fossils have now been reported from kenya. both animal species are the closest living relatives of humans. the lineage of humans and animals diverged from gorillas (genus gorilla) about seven million years ago. a 2003 study argues the animal should be included in the human branch as homo troglodytes.,chimpanzee
1072,"animal dna is very similar to human dna. dna sequence differences between humans and animals consist of about 35 million single-nucleotide changes, five million insertion/deletion events, and various chromosomal rearrangements. certain genes, such as the forkhead-box p2 transcription factor which is involved in speech development, have undergone rapid evolution in the human lineage.",chimpanzee
1073,"adult animals have an average standing height of 150 cm (4 ft 11 in) wild adult males weigh between 40 and 70 kg (88 and 154 lb) with females weighing between 27 and 50 kg (60 and 110 lb) in exceptional cases, certain individuals may considerably exceed these measurements, standing over 168 cm (5 ft 6 in) on two legs and weighing up to 136 kg (300 lb) in captivity. about 30% of all human proteins are identical in sequence to the corresponding",chimpanzee
1074,"the hair of a animal is typically black but can be brown or ginger. the skin may range from pale to dark, and females develop swelling pink skin when in oestrus. the physical strength of chimps is around 15 times greater than humans. it lives in a variety of habitats, including dry savanna, evergreen rainforest, montane forest and swamp forest.",chimpanzee
1075,"the animal is an omnivorous frugivore. it prefers fruit above all other food items but also eats leaves and leaf buds, seeds, blossoms, stems, pith, bark and resin. the western red colobus ranks at the top of preferred mammal prey. the animal makes a night nest in a tree in a new location every night.",chimpanzee
1076,"the average lifespan of a animal in the wild is relatively short, usually less than 15 years, although individuals that reach 12 years may live an additional 15. wild individuals may live over 25 years and on rare occasions, around 60 years. captive animals tend to live longer, with median lifespans of 317 years for males and 387 years for females.",chimpanzee
1077,"animals and humans share only 50% of their parasite and microbe species. animals may react to a leopard's presence with loud vocalising, branch shaking and throwing objects. the animal is host to the louse species pediculus schaeffi, a close relative of p humanus which infests human head and body hair.",chimpanzee
1078,"individual animals often forage for food alone, or in smaller groups as opposed to the much larger ""parent"" group. males remain in their natal communities, while females generally emigrate at adolescence. males in a community are more likely to be related to one another than females are to each other among males there is generally a dominance hierarchy.",chimpanzee
1079,"males maintain and improve their social ranks by forming coalitions. coalitions have been characterised as ""exploitative"" and are based on an individual's influence in agonistic interactions. being in a coalition allows males to dominate a third individual when they could not by themselves. low-ranking males frequently switch sides in disputes between more dominant individuals.",chimpanzee
1080,"animals have been described as highly territorial and will frequently kill other animals. while animal social structure is often referred to as patriarchal, it is not entirely unheard of for females to forge coalitions against males. there is also at least one recorded case of females securing a dominant position over males in their respective troop.",chimpanzee
1081,"animals are promiscuous; during oestrus, females mate with several males in their community. male animals practice infanticide on unrelated young to shorten the interbirth intervals in the females. copulation is brief, lasting approximately seven seconds. the gestation period is eight months.",chimpanzee
1082,"animals use facial expressions, postures, and sounds to communicate with each other. when frightened, a ""full closed grin"" causes nearby individuals to be fearful. playful animals display an open-mouthed grin. animals may also express themselves with the ""pout"", made in distress, and the ""sneer"", made when threatening or fearful.",chimpanzee
1083,"animals use distance calls to draw attention to danger, food sources, or other community members. the most common call in adults is the ""pant-hoot"", which may signal social rank and bond along with keeping groups together. when hunting small monkeys such as the red colobus, animals hunt where the forest canopy is interrupted or irregular.",chimpanzee
1084,"animals display numerous signs of intelligence, from the ability to remember symbols to cooperation. they are among species that have passed the mirror test, suggesting self-awareness. animals also display signs of culture among groups, with the learning and transmission of variations in grooming, tool use and foraging techniques.",chimpanzee
1085,"animals show a basic understanding of cooperation. ayumu performed better than human adults who were given the same test. great apes show laughter-like vocalisations in response to physical contact, such as wrestling, play chasing, or tickling. animal laughter is not readily recognisable to humans as such, because it is generated by alternating inhalations and exhalations.",chimpanzee
1086,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of the u.s. for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots. visit the gallery for a weekly selection of snapshots from across the globe.,chimpanzee
1087,"chimps are our closest cousins; we share about 98% of our genes. chimps are highly social animals, care for their offspring for years, and can live to be over 50. despite our shared lineage, humans are pushing animals toward extinction. chimans have already disappeared completely from four countries and are under tremendous pressure everywhere else.",chimpanzee
1088,bushmeat has always been a primary food source in central and west africa. in recent years poaching has become commercialized to satisfy the appetites of wealthy urban residents. infant animals are frequently taken alive and sold in cities as pets. wwf continues to look for ways to reduce the impact of the bushmeat trade on apes and other endangered species.,chimpanzee
1089,"animals are our closest living relatives, sharing 987 percent of our genetic blueprint. they live in communities of several dozen animals, led by an alpha male and his coalition of male allies. animals have long arms, hands, and fingers, which help them climb trees and swing from branch to branch.",chimpanzee
1090,"animals have the widest range of any great ape, spanning from central to western africa. they usually sleep in trees, and build nests of leaves to build their homes. chimps can even be taught to use some basic human sign language. they have been known to kill and eat monkeys, small antelope, and even tortoises.",chimpanzee
1091,"in western uganda, habitat loss has fueled conflict between humans and our closest relatives. bushmeat hunters target chimps because they provide more meat than smaller mammals. animals are susceptible to infectious diseases, too, and the ebola virus has killed them in significant numbers. conservation organizations are working to expand these protected areas, while also pushing for an end to the illegal killing and taking of the animals.",chimpanzee
1092,"chimps are one of our closest relatives, sharing about 98 percent of their genes with us. they have thickset bodies with short legs, opposable thumbs, no tails, and long arms that are 15 times their height. the number of chimps in the wild is steadily decreasing.",chimpanzee
1093,"african wildlife foundation works with local communities to provide education, and at times, incentivize conservation. the animal is the mammal most like a human. chimps live in loose communities which can number anywhere from ten to more than 100 individuals. they exhibit complex patterns of behavior, many of which are learned, and can solve problems.",chimpanzee
1094,"chimps have the widest geographic distribution of any great ape, with a range of more than 26 million kilometers. they can be found discontinuously from southern senegal across the forested belt north of the congo river to western uganda and western tanzania. gombe national park in tanzania is the first park in africa specifically created for animals.",chimpanzee
1095,"animals are a species of ape that, along with the bonobo, is most closely related to humans. animals inhabit tropical forests and savannas of equatorial africa from senegal in the west to lake albert and northwestern tanzania in the east. individuals vary considerably in size and appearance, but animals stand approximately 1–17 metres (3–55 feet) tall when erect.",chimpanzee
1096,"animals (pan troglodytes) spend their time both on the ground and in the trees. the female animal bears a single young at any time of year after a gestation period of about eight months. animals are unable to swim, but they will wade in water.",chimpanzee
1097,"animals are an endangered species. their population in the wild has been reduced by hunting, destruction of habitat from logging or farming, and commercial exportation for use in zoos and research laboratories. males are considered adults at 16 years of age, and females usually begin to reproduce at about 13 years.",chimpanzee
1098,"a community can number from 20 or fewer to well over 100 members each consists of several subgroups of varying size and unstable composition social dominance exists, with adult males being dominant over adult females and adolescent males. males spend all of their lives in the community they are born in, but occasionally a juvenile male may transfer to another community.",chimpanzee
1099,"relations between different chimp communities tend to be hostile. infanticide and cannibalism by adult males, and to a lesser extent by adult females, have been observed. animals, therefore, appear to have some concept of ‘trade’ they console, reconcile, and retaliate during fighting and so share emotions and aspects of psychology similar to those found in humans.",chimpanzee
1100,animals are highly intelligent and are able to solve many kinds of problems posed to them by human trainers and experimenters. a number of researchers have taught animals to use sign language or languages based on the display of tokens or pictorial symbols. critics charge that apes have not acquired true language in the sense of understanding “words” as abstract symbols that can be combined in meaningful new ways.,chimpanzee
1101,"animals crack nuts open by using stones, roots, and wood as hammers or anvils. they use “leafy sponges” (a handful of folded leaves or moss) to drink water. branches and leaves are detached and displayed during courtship. in threat displays, chimps throw rocks and drag and throw branches. sticks are used to inspect dead pythons or other unfamiliar objects that might be dangerous. leaves are used hyg",chimpanzee
1102,"genetic analysis suggests that the lineages leading to modern humans and animals diverged from each other between 65 million and 93 million years ago. at least 98 percent of the human and animal genomes are identical. animals are classified taxonomically as a single species, pan troglodytes.",chimpanzee
1103,"animals are very familiar to us humans, perhaps because so much of their behavior reminds us of ourselves. they are considered great apes, just like gorillas, orangutans, and bonobos. animals inhabit tropical rainforest, and lowland and mountain forests in western and central africa.",chimpanzee
1104,"animals use body language, facial expressions, hand-clapping, grooming, and kissing to communicate within their troop. an entire chimp community can sometimes have as many as 100 members, made up of many different family groups. youngsters must stay with their mother until age seven before they can survive on their own. female chimps give birth for the first time when they are between 12 and 15 years old.",chimpanzee
1105,"animals and humans share 98 percent of their genes, according to scientists. the animal is endangered due to loss of habitat and people keeping them as pets. the average life expectancy for chimps is 387 years, for males it is 317 years. chimps don’t like to be in water and usually can”t swim. the san diego zoo wildlife alliance helps save wildlife worldwide.",chimpanzee
1106,"animals can recognize themselves in a mirror. when they are happy, animals make a grunting sound. a toothy ""grin"" actually indicates fear or anxiety. animal's can recognize their own faces in a mirror. animals can also recognize themselves by their facial expressions.",chimpanzee
1107,"animals are rodents (order rodentia) belonging to the subfamily cricetinae. the best-known species of animal is the golden or syrian animal (mesocricetus auratus), which is the type most commonly kept as pets. animals are more crepuscular than nocturnal and, in the wild, remain underground during the day to avoid being caught by predators.",hamster
1108,"taxonomists disagree about the most appropriate placement of the subfamily cricetinae within the superfamily muroidea. some place it in a family cricetus that also includes voles, lemmings, and new world rats and mice; others group all these into a large family called muridae. their evolutionary history is recorded by 15 extinct fossil genera.",hamster
1109,animal clades are the relationships between animal species. animal species are classified into four major groups. animals can be found in 17 different genera. the genus phodopus was found to represent the earliest split among animals. the remaining genera of animals formed a third major clade.,hamster
1110,"syrian animals were first described scientifically by george robert waterhouse in 1839. researchers were not able to successfully breed and domesticate animals until 1939. animals are typically stout-bodied, with tails shorter than body length. they have small, furry ears, short, stocky legs, and wide feet.",hamster
1111,"animals are very flexible, but their bones are somewhat fragile. they are extremely susceptible to rapid temperature changes and drafts. animals have poor eyesight; they are nearsighted and colorblind[12][13] their eyesight leads to them not having a good sense of distance or knowing where they are",hamster
1112,"animals have scent glands on their flanks (and abdomens in chinese and dwarf animals) which they rub against the substrate, leaving a scent trail. animals also use their sense of smell to distinguish between the sexes, and to locate food. mother animals can use their smell to find their own babies and find out which ones aren't theirs.",hamster
1113,animals are strictly solitary and fight fiercely if housed together. they communicate by sending a specific scent using their scent glands and also show body language to express how they are feeling. animals in the middle east have been known to hunt in packs to find insects for food.,hamster
1114,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of the u.s. for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots. visit the gallery for a weekly selection of snapshots from across the globe.,hamster
1115,"syrian animals are excellent diggers, constructing burrows with one or more entrances, with galleries connected to chambers for nesting, food storage, and other activities. in the wild, the burrow buffers extreme ambient temperatures, offers relatively stable climatic conditions, and protects against predators.",hamster
1116,"syrian and russian animals mature quickly and can begin reproducing at a young age (4–5 weeks) chinese animals will usually begin reproducing at two to three months of age. the female's reproductive life lasts about 18 months, but male animals remain fertile much longer.",hamster
1117,"gestation lasts 16 to 18 days for syrian animals, 18 to 21 days for russian animals. gestation lasts 21 to 23 days for chinese animals and 23 to 30 for roborovski animals the average litter size for syrian animals is about seven pups, but can be as great as 24.",hamster
1118,animals are capable of producing litters every month animals can be bred after they are three weeks old. animals were domesticated and kept as pets in the united states at least as early as 1942. the best-known species of animal is the golden or syrian animal (mesocricetus auratus),hamster
1119,animal shows are an event in which people gather animals to judge them against each other. animal shows also feature an exhibition of the animals participating in the judging. the judging of animals usually includes a goal of promoting animals which conform to natural or established varieties.,hamster
1120,animal is able to run as quickly backwards as forwards! animal can also run in any direction at all times. animal is a pet of the az animals staff. animals are not allowed to be kept in the wild. they must be kept at a pet home or pet sanctuary.,hamster
1121,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of the u.s. for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots. visit the gallery for a weekly selection of snapshots from across the globe.,hamster
1122,"animals are small-sized rodents that are very commonly kept as house pets. animals are usually 2 to 6 inches long and weigh about 62 oz on average. they are found in a variety of colors using grey, yellow, black, white, brown, golden, and red. they go by the scientific name cricetinae.",hamster
1123,"animals go by the scientific name cricetinae. animals are small rodents that have stout bodies. their ears are furry, and their feet are wide apart. animal mothers are very protective and keep their babies in pouches inside their mouths if they sense danger.",hamster
1124,the syrian animal (aka the teddy bear animal) has scent glands on their hips instead of their bodies. animals have a natural way to get out of trouble when they need to escape – their skeletons. most wild animals are active during dusk time and night and need plenty of space to play at night time.,hamster
1125,"the dwarf animal is an exception to the rule that animals should never be kept in a cage with other animals as it can bite and harm it. the dwarf animals are surprisingly social, and they enjoy having multiple friends around in their family. they will even eat their young if they so desire and will even bite their owners if necessary.",hamster
1126,"animals are known to defend themselves against predators by using their incisors which are large in size. animals also carry their children to safety by putting them in the pouches in their mouths. animal diet includes seeds, nuts, grains, fruits, vegetables, and cracked corn. they also eat small insects, lizards as well as other small animals.",hamster
1127,"animals are herbivores, so they do not seek out any other animal as prey. they should never eat kidney beans, tomato leaves, or unwashed produce. the lifespan of these small rodents is about on to two years in captivity, they can survive up to three years.",hamster
1128,"animals are omnivorous in nature and eat seeds, grains, fruits, cracked corn, and vegetables. they also feed on lizards, small insects, and small animals. animals are carnivores, herbivores, or omnivores in nature. they are about 2 to 4 inches long and weigh around 62 oz.",hamster
1129,"animals live in dry deserts and sand dunes. animals are able to run as quickly backwards as forwards! animals eat seeds, nuts, and berries. a animal can travel at speeds of up to 4 miles per hour. the average litter size for a animal is 8 grams.",hamster
1130,"animals are small rodents that are commonly kept as house pets. the first animals were discovered in syria, though they also live in greece, romania, belgium and northern china. animals are nocturnal, which means they like sleeping during the day. in the wild, they dig burrows, which are a series of tunnels, to live and breed in.",hamster
1131,"animals' name comes from the german word “animaln,” which means “hoard” animals like to eat seeds, grains, nuts, cracked corn, fruits and vegetables wild animals also eat insects, frogs, lizards and other small animals. a captive animal's diet should be at least 16 percent protein and 5 percent fat.",hamster
1132,"golden animals are considered vulnerable to extinction by the international union for conservation of nature and natural resources' red list. this breed is found in syria, where agriculture and human development are taking over the animal's natural habitat. animals typically live one to two years, but can live up to three years in captivity.",hamster
1133,"chewing on wood or twigs keeps their teeth short. without something to chew on, their teeth would grow so long they would injure the roof of the mouth and lips. a mother animal is very protective of her babies. if she fears that her babies are in danger, she will put the babies in her mouth pouches and carry them to safety.",hamster
1134,"animal, (subfamily cricetinae), any of 18 eurasian species of rodents possessing internal cheek pouches. the golden animal (mesocricetus auratus) of syria is commonly kept as a pet. dwarf desert animals (genus phodopus) are the smallest, with a body 5 to 10 cm long.",hamster
1135,this quiz will take you through 36 of the hardest questions from britannica’s most popular quizzes about the sciences. only the best quizmasters will finish it all in one go. the quiz is based on a thistle graphic to be used with a mendel/consumer quiz in place of a photograph.,hamster
1136,"18 species in 7 genera of animals. four of the 7 living genera include extinct species. their evolutionary history is recorded by 15 extinct fossil genera. one extinct animal of cricetus, for example, lived in north africa during the middle miocene.",hamster
1137,"animals are small rodents that are commonly kept as house pets. the first animals were discovered in syria, though they also live in greece, romania, belgium and northern china. animals are nocturnal, which means they like sleeping during the day. in the wild, they dig burrows, which are a series of tunnels, to live and breed in.",hamster
1138,"animals' name comes from the german word “animaln,” which means “hoard” animals like to eat seeds, grains, nuts, cracked corn, fruits and vegetables wild animals also eat insects, frogs, lizards and other small animals. a captive animal's diet should be at least 16 percent protein and 5 percent fat.",hamster
1139,"golden animals are considered vulnerable to extinction by the international union for conservation of nature and natural resources' red list. this breed is found in syria, where agriculture and human development are taking over the animal's natural habitat. animals typically live one to two years, but can live up to three years in captivity.",hamster
1140,"chewing on wood or twigs keeps their teeth short. without something to chew on, their teeth would grow so long they would injure the roof of the mouth and lips. a mother animal is very protective of her babies. if she fears that her babies are in danger, she will put the babies in her mouth pouches and carry them to safety.",hamster
1141,"the black-bellied animal is a far cry from the domesticated animal you might have as a pet. in france, where only 500 to 1,000 remain in the wild, these courageous critters are literally fighting for survival. one of the most popular species of pet animals in north america and western europe is the syrian, or golden, animal.",hamster
1142,"portions of this story were taken from the ""wild animals"" article written by kate jaimet in the december 2014/january 2015 issue of national geographic kids magazine. the article was written by jaimen and published in the dec. 2014/jan 2015 issue.",hamster
1143,"this article is about the animal family (sciuridae) as a whole. for other uses, see animal (disambiguation) animals are members of the family sciuridae, a family that includes small or medium-size rodents. the animal family includes tree animals, ground animals,. chipmunks, marmots (including groundhogs), flying animals and prairie dogs. animals were introduced by humans to australia.",squirrel
1144,"animals are generally small animals, ranging in size from the african pygmy animal and least pyg my animal at 10–14 cm (39–55 in) in total length and just 12–26 g (042–092 oz) in weight. animals typically have slender bodies with very long very bushy tails and large eyes. in general, their fur is soft and silky, though much thicker in some species than others.",squirrel
1145,"animals live in almost every habitat, from tropical rainforest to semiarid desert. they are predominantly herbivorous, subsisting on seeds and nuts, but many will eat insects and even small vertebrates. the teeth of sciurids follow the typical rodent pattern, with large incisors (for gnawing) that grow throughout life, and cheek teeth (for grinding) that are set back behind a wide gap, or diastema.",squirrel
1146,"animals mate either once or twice a year and, following a gestation period of three to six weeks, give birth to a number of offspring. the young are altricial, being born naked, toothless, and blind. animal tails are prized in fly fishing when tying fishing flies.",squirrel
1147,"animals are primarily herbivores, eating a wide variety of plants, nuts, seeds, fruits, fungi, and green vegetation. some animals, however, also consume meat, especially when faced with hunger. animals have been known to eat small birds, young snakes, and smaller rodents, as well as bird eggs and insects.",squirrel
1148," animal attacks on humans are exceedingly rare, but do occur. the living animals are divided into five subfamilies, with about 58 genera and some 285 species. the oldest animal fossil, hesperopetes, dates back to the chadronian (late eocene, about 40–35 million years ago)",squirrel
1149,"the main group of animals also can be split into three subgroups, which yield the remaining subfamilies. the sciurinae contains the flying animals (pteromyini) and the sciurini, which among others contains the american tree animals. the callosciurinaes contains animals that are also arboreal, but have a markedly different habitus and appear more ""elegant""",squirrel
1150,"animal outside the cleveland museum of art is a type of animal. the animal is a member of the family sciuridae, which includes the flying animals and the ground animals. the family is thought to have lived in north america and asia. the species is thought by some to have been extinct by the time of columbus.",squirrel
1151,"animals are the most common rodent species in the world. there are more than 200 animal species in 6 genera, about 90 species. the tiniest animal is the aptly named african pygmy animal, only five inches long from nose to tail. the indian giant animal is three feet long, while tree animals are most commonly recognized.",squirrel
1152,"flying animals are a third, adaptable type of animal. although they do not fly, they can really move across the sky. flying animals eat nuts and fruit, but also catch insects and even baby birds. tree sap is a delicacy to some species of animals.",squirrel
1153,"animals are a family of rodents whose common name is derived from the greek skiouros, meaning “shade tail” animals occupy a range of ecological niches worldwide virtually anywhere there is vegetation. the animal family includes ground animals, chipmunks, marmots, prairie dogs, and flying animals.",squirrel
1154,"test your knowledge of mammals by taking this quiz. the quiz includes questions about animals, giraffes, capybaras and more. take the quiz to test your knowledge about mammals and learn more about the animals you know. the know your mammals quiz is part of our annual newsquiz.",squirrel
1155,"tree animals are diurnal and arboreal, but the range of vertical activity in species differs widely, especially among those living in tropical rainforests. tropical species exhibit combinations of white, gray, yellow, orange, red, maroon, brown, and black, yielding a variety of complex coat patterns.",squirrel
1156,"most tree animals have strong chisel-like incisors and powerful jaws. they also eat seeds, fungi, insects and other arthropods, the cambium layer of tree bark, nectar, leaves, buds, flowers, and sometimes bird eggs, nestlings, and carrion. some red animals (genus tamiasciurus) will stalk, kill, and eat other animals, mice, and adult birds and rabbits for food.",squirrel
1157,"tree animals belong to the subfamily sciurinae of the order rodentia. they are part of the family sciuridae of the orders animals and ground animals. there are 272 species in 51 genera found worldwide. tree animals have122 species in 22 genera, including 28 non-african species.",squirrel
1158,genus protoxerus (oil palm animals or african giant animals)                2 african species                genus sciurillus (neotropical pygmy animal)                1 amazonian species                1 southeast asian species                 genus rubrisciurus (sulawesi giant animal)                 genus nannosciurus                 1outheast asian species                 1 west african species.,squirrel
1159,"animals are nimble, bushy-tailed rodents found all over the world they belong to the sciuridae family, which includes prairie dogs, chipmunks and marmots. there are more than 200 species of animals, according to the integrated taxonomic information system (itis)",squirrel
1160,animals live on every continent except in australia and antarctica. mother animals are the most vicious when defending their babies. some animals hibernate in burrows during the winter to keep warm. flying animals make their homes in tree holes or nests that are built into crooks of branches.,squirrel
1161,"animals are omnivores, which means they like to eat plants and meat. they mainly eat fungi, seeds, nuts and fruits, but they will also munch on eggs, small insects, caterpillars, small animals and even young snakes. to prepare for cold months, animals bury their food.",squirrel
1162,animals have four teeth in the front of their mouth that constantly grow throughout their lives. animals have padded feet that cushions jumps from up to 20 feet (6 meters) long. the gray animal (sciurus carolinensis) comes in a variety of colors.,squirrel
1163,"gray and red animals are common in massachusetts. learn about their food habitat, and behavior. get tips for dealing with problem animals with our guide to animals. learn more about animals in massachusetts by clicking here: http://www.massachusetts.gov/nursery/ animals/gray-and-red-animals.",squirrel
1164,"gray animals are tolerant of human presence and often live in urban or suburban areas with large, mature shade trees. red animals tend to prefer tree leaf nests over cavities, but sometimes use rock dens and burrows age at first breeding is 10–12 months, red animals typically have a single litter.",squirrel
1165,"red animals are found primarily in mature coniferous forests, typically pine, spruce, or balsam fir forests. in suburban areas, they are often found in small pine plantations or woodlots interspersed with some hardwoods. animals live in the habitats that contain their preferred foods.",squirrel
1166,"keep bird feeder areas clean and protected with conical animal guards. traps may be effective in removing animals within an attic or other confined space. shooting is quick, simple, and effective in areas where firearm discharge is safe and legal. if you are experiencing problems with animals or have questions, contact your nearest masswildlife office.",squirrel
1167,"animal                last updated: october 11, 2021. verified by: az animals staff                all animals                mammals                animals                 small rodents found in woodlands worldwide!                continue reading after the facts! for more information on az animals, visit: http://azanimals.org/.",squirrel
1168,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of the u.s. for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots. visit the gallery for a weekly selection of snapshots from across the globe.,squirrel
1169,"a animal is small rodent with a full and bushy tail, and they are found all over the world. there are more than 200 species of animals, and you can keep a animal as a pet. animals are found on every continent except antarctica and australia.",squirrel
1170,"animals are small-sized, nimble rodents with large eyes and bushy tails. animals do not like some smells and are repellent towards them, like white pepper, garlic, and black pepper. the word sciuridae is from the latin word sciurus, which means animal.",squirrel
1171,"animals are warm and fuzzy animals, easily giving over their trust to humans. they are also very intelligent, and their brain is known to be dedicated to visual functions. the smallest animal is only 10 cm long while some of the largest animals in the world can have bodies of 30 to 50 cm in size.",squirrel
1172,"these animals are found on every continent except australia and antarctica. they prefer to store nuts, seeds, and other food items, but they won’t store everything in the same place. they also hibernate during the winter season and usually dig burros and rest in them to protect themselves.",squirrel
1173,"animals are primarily herbivorous, consuming seeds, nuts, fruit, and fungi. they also feed on eggs, insects, and some small invertebrates. the western grey animal was earlier considered a threatened species due to a disease that took much of its population. it also was put at risk for the many road accidents that killed these animals.",squirrel
1174,"animals are a group of animals that live in the wild around the world. there are more than 200 species of animals, including ground animals and flying animals. red foxes, domestic cats, wild cats, dogs, badgers, polecats, and weasels are common predators of these animals. large carnivorous birds like eagles also prey on animals.",squirrel
1175,"animals are small rodents found in woodlands worldwide! the scientific name for the animal is sciuridae. zoos in nearly every state have exhibits with animals. if you don't want to go to the zoo, you might just need to venture to a local forest to find them.",squirrel
1176,"animals are affectionate and are very trusting if they trust you, they can come to eat from your hand as well. some say that they do carry diseases that they can pass to humans. therefore, it is always better to stay protected and take precautions while coming in contact with animals.",squirrel
1177,"animal is a genus of odd-toed ungulates in the family rhinocerotidae. two of the extant species are native to africa, and three to south and southeast asia. they have a herbivorous diet, small brains (400–600 g) for mammals of their size, one or two horns, and a thick (15–5 cm) protective skin.",rhinoceros
1178,"east asia was seen as the largest market for rhino horns. rhino horn consumption was related to status and wealth. demand was driven from sudden wealth, and medicinal misinformation. the iucn red list identifies the black, javan, and sumatran animal as critically endangered.",rhinoceros
1179,"the word animal is derived through latin from the ancient greek:  rhino-, ""nose"", with a horn on the nose. there are only four living rhinos in the world. white rhinos have broad flat lips for grazing, whereas black rhinos are more likely to have pointed lips for eating foliage.",rhinoceros
1180,"the white animal is actually grey. there are two subspecies: the southern and northern. the southern subspecies has a wild population of 20,405. the northern subspecies is critically endangered, with all that is known to remain being two captive females. there is no conclusive explanation of the name ""white rh inoceros""",rhinoceros
1181,"the name ""black animal"" (diceros bicornis) was chosen to distinguish this species from the white animal (ceratotherium simum) this can be confusing, as the two species are not truly distinguishable by color. there are four subspecies of black rhino: south-central, south-western, east and west.",rhinoceros
1182,"50–175 m (59–69 in) high at the shoulder and is 35–39 m (11–13 ft) in length. an adult weighs from 850 to 1,600 kg (1,870 to 3,530 lb) two horns on the skull are made of keratin with the larger front horn typically 50 cm long, exceptionally up to 140 cm.",rhinoceros
1183,"indian rhinos once inhabited many areas ranging from pakistan to myanmar and maybe even parts of china. they now exist in only several protected areas of india (in assam, west bengal, and a few pairs in uttar pradesh) and nepal. two-thirds of the world's indian animales are now confined to the kaziranga national park in assam.",rhinoceros
1184,"the sumatran animal (dicerorhinus sumatrensis) is the smallest extant rhino species, as well as the one with the most hair. it can be found at very high altitudes in borneo and sumatra. due to habitat loss and poaching, their numbers have declined and it has become the second most threatened animal. about 275 sumatan rhinos are believed to remain.",rhinoceros
1185,"sumatran animal are on the verge of extinction due to loss of habitat and illegal hunting. once they were spread across south-east asia, but now they are confined to several parts of indonesia and malaysia due to reproductive isolation. there were 320 d sumatrensis in 1995, which by 2011 have dwindled to 216.",rhinoceros
1186,"three families, sometimes grouped together as the superfamily rhinocerotoidea, evolved in the late eocene. the hyracodontidae, amynodont families and rhinocerotidae are the most common. the rhin ocerotids are the family of all modern rhinos.",rhinoceros
1187,"four rhinos survived into the last glacial period. the woolly animal was two meters tall, five meters long and weighed around five tons. elasmotherium had a single enormous horn, hypsodont teeth and long legs for running. the origin of the two living african rhinos can be traced to the late miocene (6 mya) species ceratotherium neumayri.",rhinoceros
1188,"adult rhinos have no real predators in the wild, other than humans. rhino poaching is a major problem in southern africa. rhino poachers kill more rhinos than any other animal in the world, killing an estimated 2,000 a year. rhino numbers are estimated to be at least 1.4 million in africa.",rhinoceros
1189,"poaching of rhinos has increased globally. only 3% of poachers are successfully countered in zimbabwe. in some cases rhinos are drugged and their horns removed, while in other instances more than the horn is taken. the namibian government has supported the practice of rhino trophy hunting as a way to raise money for conservation.",rhinoceros
